"subject" "activity" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroMag-std()" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAccMag-mean()" "tGravityAccMag-std()"
"42" 7 "WALKING_UPSTAIRS" -0.280506635392157 -0.283310894185185 -0.311971088125 -0.309838771039216 -0.319938084855556 -0.344357131102083 -0.339152097090909 -0.328202348591837 -0.344990963192308 -0.30608109254902 -0.29061159785 -0.335801167270833 -0.360424353607843 -0.36053147712963 -0.373853562541667 -0.347326818054545 -0.354579616367347 -0.323067921929423 -0.383401830470588 -0.383143906354545 -0.338303143537037 -0.407069271959184 -0.413767940271154 -0.26462177608125 -0.440651926269231 -0.422462547181818 -0.299435592351852 -0.414437152709091 -0.432128544306122 -0.254092136882353 -0.36993327345098 -0.370833583462963 -0.396429736977083 -0.370689747137255 -0.385742741166667 -0.37573122 -0.316794052807273 -0.360605133770833 -0.35357902464902 -0.2967354946125 -0.259439857023529 -0.439912019963265 -0.43148406209434 -0.398793057964286 -0.287021750127778 -0.24202514664375 -0.266059621503922 -0.42029420077 -0.419796576113208 -0.409459985260714 -0.289895803135294 -0.379337087053571 -0.283462950966667 -0.37504567146 -0.231324427183333 -0.232473223295833 -0.295202817431373 -0.391163344358 -0.365143454322642 -0.368072190867857 -0.279015882388889 -0.267275114645833 -0.290762625490196 -0.36201663834 -0.38081770245283 -0.361376235114107 -0.284225721089583 -0.355545582936538 -0.256080491227778 -0.348690701316327 -0.260821383962963 -0.338442399 -0.340471686529412 -0.3918770157 -0.408617552830189 -0.418391239857143 -0.295127019947312 -0.358043349735849
"43" 8 "LAYING" -0.803078775327273 -0.773177998787931 -0.811137082307692 -0.812136432181818 -0.760076011407931 -0.758172545740385 -0.470036660010526 -0.48155579179 -0.499721319981482 -0.774330841727273 -0.762248185137931 -0.782378112173077 -0.760550707763636 -0.725908496898305 -0.721800920080377 -0.492921847990351 -0.505650875115098 -0.52892038637963 -0.639059745419643 -0.623797732145763 -0.527051318487719 -0.566259788528302 -0.548232841473214 -0.526645201009804 -0.527989258416071 -0.489463490372881 -0.546402545464912 -0.553911966659322 -0.510627220971698 -0.5456067181 -0.706960612732143 -0.689935638440678 -0.710339272583019 -0.687626350017857 -0.656222561983051 -0.610127725320755 -0.515523878052632 -0.526995181188235 -0.536585840240741 -0.544374497588235 -0.579848934203704 -0.486873653732075 -0.467074594660714 -0.488386747966102 -0.652598693666667 -0.678656998941176 -0.678749247888889 -0.467735039857692 -0.443731477249636 -0.438058302198276 -0.813015756462963 -0.370167549913333 -0.727712360192982 -0.388705608398039 -0.69190153822807 -0.733862533137255 -0.671800423944444 -0.409472757001961 -0.418316681407407 -0.445989534610526 -0.731718616754386 -0.759972638098039 -0.721589281683333 -0.406150832070588 -0.42837918792963 -0.403213123556842 -0.785859389176471 -0.462671780364815 -0.788518809350877 -0.444084890017647 -0.550504431333333 -0.641338130372549 -0.653665698888889 -0.467561450053846 -0.442696123534545 -0.445508987494828 -0.819726242117647 -0.407644484201852
"44" 8 "SITTING" -0.491565105009347 -0.485097038065217 -0.493808994245652 -0.441166540993878 -0.439636790443478 -0.432660083034783 -0.789392208488889 -0.786504589777778 -0.748633418166667 -0.410641542577551 -0.423587772117391 -0.433353659193478 -0.475308214516327 -0.443583460042222 -0.440801754728889 -0.822308672855556 -0.788274076422222 -0.768558843854167 -0.416079691679167 -0.442372408364444 -0.817137316608696 -0.484370213828889 -0.430427756640208 -0.799094114413043 -0.456926746057292 -0.515149386431111 -0.79399201423913 -0.463769705057778 -0.466891246382222 -0.787637819469388 -0.464832775733333 -0.451230848842222 -0.468215548177778 -0.441709591299167 -0.468495742769111 -0.435403370935556 -0.821331425111111 -0.825495805555556 -0.788065849359184 -0.778351798434783 -0.743945446973469 -0.551905275664444 -0.54930308984375 -0.538770642182222 -0.706983467717391 -0.670606701217391 -0.65324729908 -0.564667958573333 -0.575017355175 -0.568186406622222 -0.53208141644 -0.761910275533333 -0.571669182702128 -0.692902745533333 -0.644765003191489 -0.634584405148936 -0.63424522083 -0.572012479262222 -0.602373918583333 -0.623355425642222 -0.596044299851064 -0.5996371961 -0.59046322313 -0.630628864193333 -0.6486410311875 -0.700642301717778 -0.507916906234043 -0.765177480666667 -0.509108420287234 -0.774698018977778 -0.790053519217391 -0.783271305673913 -0.697783139795918 -0.561134481222222 -0.5727371782025 -0.556376547706667 -0.551008543787234 -0.705566987770833
"45" 8 "STANDING" -0.564207724029412 -0.561201193340741 -0.574483806815789 -0.599234252078431 -0.596191403203704 -0.57761301175614 -0.627616169303571 -0.626963779881356 -0.614674204320755 -0.567198992423529 -0.587414438222222 -0.568937173052632 -0.633647283743137 -0.633590666518518 -0.647706018450877 -0.5771127326625 -0.595544376345763 -0.588149467196226 -0.709591077098039 -0.691213376292593 -0.4847897296 -0.737432959280702 -0.770401040901961 -0.479507554682759 -0.737869260673077 -0.729424519963636 -0.473387370130909 -0.753740551563636 -0.731797313568965 -0.471370186865385 -0.65993838145098 -0.633469516759259 -0.645391286701754 -0.702753573647059 -0.688201729962963 -0.703216952785965 -0.555642724451786 -0.539645299405085 -0.507593236157692 -0.469467459936207 -0.451821087873077 -0.708690104950326 -0.765787161192308 -0.764183535763636 -0.482892219458182 -0.478624500172414 -0.469710274505882 -0.722937865706897 -0.756138068096154 -0.736229536654545 -0.526191542337255 -0.609190204509091 -0.507468746425926 -0.653462417206897 -0.452652764040741 -0.453294690473684 -0.501589734782353 -0.696154644437241 -0.723820640596154 -0.660119295363636 -0.501629280024074 -0.510747997261404 -0.50503409994902 -0.664020413068966 -0.6756822125 -0.667327787745455 -0.565456805052632 -0.611429144116981 -0.548585774169815 -0.629750909728814 -0.438585932423636 -0.442479881236207 -0.472599945719231 -0.773075770317241 -0.759736055865385 -0.702711754672727 -0.467039793271403 -0.600618115480769
"46" 8 "WALKING" -0.0991809301183333 -0.101047156666667 -0.0950331325416667 -0.118884553 -0.1101145174375 -0.0529615703875 -0.20635565404 -0.214237804752 -0.195828273716 -0.0558583176666667 -0.0729869375020833 -0.0980094923541667 -0.0675832704770833 -0.05592580510625 -0.068814383775 -0.20897587679 -0.16150435508 -0.18518930894 -0.0583818668079167 -0.0586142441541667 -0.170090746755102 -0.110567426020833 -0.0931223201166667 -0.122339860838571 -0.13582754164375 -0.142748498850625 -0.137381998540816 -0.0964724888875 -0.139763398016667 -0.134858900722449 -0.0642790857625 -0.0659602965 -0.0587300673083333 -0.0549642003354167 -0.0729965384645833 -0.060431929125 -0.18253008836 -0.107302587791837 -0.103861726244898 -0.120491013666667 -0.138566652668542 -0.184272800003333 -0.200775868875 -0.191348329229167 -0.142023866629167 -0.138077239466667 -0.1801521802375 -0.213007563612245 -0.213103649632653 -0.219760262755102 -0.13224199445625 -0.254341121102 -0.112207723575 -0.249442943608 -0.13710568241875 -0.128803130904167 -0.14305335975 -0.22363040076 -0.22953879668 -0.2453683559 -0.17012266427875 -0.120030569928687 -0.136347816870833 -0.20227007614 -0.21809717312 -0.22209837623 -0.0828523487854167 -0.22535601854 -0.113719759604167 -0.22656005226 -0.1538301482875 -0.171517825895833 -0.165475178404167 -0.222134943669388 -0.21379535377551 -0.257742658106122 -0.1176963591875 -0.24626590738
"47" 8 "WALKING_DOWNSTAIRS" -0.0206723276575 -0.0102020329333333 -0.0907752791358974 -0.0765154254102564 -0.0660819390277778 -0.0474365295512821 0.0261682532777778 -0.0349073178717949 -8.45162743589722e-05 -0.0403504510512821 0.00579472280555555 -0.0191496221692308 0.00730711902589744 -0.03008476425 -0.00621625406666667 0.0327356292277778 -0.0849952817230769 -0.0600164133846154 0.00755670207692307 0.0940243272861111 -0.0397247286216216 0.0609034542092308 0.0581592733179487 -0.07376242617 0.053100420025641 0.111422649333333 -0.115903873908108 0.0368063465 0.00934205406666666 -0.099067400145 -0.0187368509179487 0.0335511684827778 -0.00645311477948718 -0.0044609149774359 -0.0126081359891667 -0.0176324162974359 -0.0505638468888889 -0.0867572172825 -0.053573308445 -0.149130231743902 -0.118919293002439 0.127749247858974 0.106098555258974 0.104001513972222 -0.0609792663026316 -0.0536451769926829 -0.049036293902439 0.111027798469231 0.114398390451282 0.125584409563889 -0.0670451545625 0.143716403416667 0.00900887145135135 0.0373143863512821 -0.0372344055473684 -0.0740468651463415 -0.0513365455902439 0.0724523581871795 0.0772835188666667 0.143259754683333 0.0204101469947368 -0.030303397205 -0.0290640764125 0.117780801871795 0.140066032589744 0.117032702666667 -0.04407980034 0.0420654827692308 -0.0273308085945946 0.0377206428051282 -0.0908840942894737 -0.0815359148560976 -0.0807379321 0.0624015557179487 0.0687416961128205 0.0960131700944444 -0.0376615648275 0.0656636817384615
"48" 8 "WALKING_UPSTAIRS" -0.260345560346512 -0.310079025126829 -0.244690482306818 -0.250095177159091 -0.21769664297561 -0.184438466731818 -0.0992046063846154 -0.0914942055238095 -0.0865922239761905 -0.208153476709091 -0.241956565073171 -0.204452812159091 -0.200067159568182 -0.182337818878049 -0.198540260840909 -0.0277075693617949 -0.0505551073809524 -0.0904855083333333 -0.148889814181395 -0.11534089114 -0.0837067420948718 -0.101939328846047 -0.106732871260465 -0.0295123849047619 -0.163153222435714 -0.20486771528 -0.0698312691051282 -0.0973840306512821 -0.135875054302381 -0.0302208651785714 -0.201021025113636 -0.150453025725 -0.160070602976744 -0.18880633382093 -0.17102243432 -0.15182371362093 -0.0847129921794872 -0.08633090805 -0.070145478047619 -0.0664054144285714 -0.0763809597380952 -0.154179001107143 -0.114793902761905 -0.127810926661538 -0.0896558985435897 -0.114326349690476 -0.103571652619048 -0.1315112858 -0.18054145002619 -0.19263726125641 -0.18477155614186 -0.104624492110256 -0.1752802033 -0.124722043504762 -0.127913379846154 -0.1173375465 -0.130594714819048 -0.120979462166667 -0.115433763492857 -0.118332816730769 -0.204671851384615 -0.181455650523256 -0.18454475272093 -0.120929056140476 -0.146274297714286 -0.154267982384615 -0.238110019637209 -0.0901178733404762 -0.2323279205275 -0.0929138814285714 -0.0825110730410256 -0.133135785071429 -0.129615185166667 -0.119940702383333 -0.0790561897857143 -0.149791335630769 -0.180002797232558 -0.119589377659524
"49" 9 "LAYING" -0.462348445554902 -0.448780390733333 -0.519104415968627 -0.505021945333333 -0.521894008997917 -0.538191990227451 -0.6813221163428 -0.680722273824528 -0.676196257320755 -0.538944886231373 -0.51915665738125 -0.552968282172549 -0.578234406470588 -0.5691271614375 -0.604706770123529 -0.62295785968 -0.638245185679245 -0.630048376056604 -0.66343867587451 -0.711671631479167 -0.574020263418 -0.736508682843137 -0.733787868 -0.581824163462264 -0.756682898607843 -0.725951266958333 -0.532147029616327 -0.766994567125 -0.78894090854902 -0.586571018603774 -0.570244464992157 -0.564406536094917 -0.609363227372549 -0.624962124196078 -0.6401802315375 -0.670379855539216 -0.615226243262 -0.627009933773585 -0.599199594226415 -0.517930561921154 -0.506796974582692 -0.781699399980392 -0.80960747672549 -0.7888877039375 -0.483229532002449 -0.469970066036538 -0.482193524423077 -0.790020832980769 -0.797540584807692 -0.775490585095918 -0.510708416262745 -0.72698846272 -0.48348289608125 -0.765001251634615 -0.486214178779167 -0.49241932942549 -0.491420557998039 -0.818424613613462 -0.811456457692308 -0.776510496979592 -0.443019462854167 -0.462147237703922 -0.456200825572549 -0.807777332557692 -0.834871588807692 -0.771424093326531 -0.478141752522353 -0.721172652679245 -0.466502755060417 -0.724467085377358 -0.48205870885102 -0.506819666903846 -0.507327893178846 -0.793440834078431 -0.810511262294118 -0.807069963604167 -0.518218249927451 -0.768564257442308
"50" 9 "SITTING" -0.739406216647059 -0.733637416862745 -0.737132229020833 -0.775407755529412 -0.76728107997902 -0.787532506979167 -0.467436380229412 -0.458596475026042 -0.453490781086274 -0.828428527235294 -0.806918758269231 -0.779442819991837 -0.786614156730769 -0.778096077565385 -0.793465263979592 -0.450628620586275 -0.449144370764583 -0.463018790341176 -0.705080745924528 -0.663621654254717 -0.49077324645098 -0.64323798378 -0.650114527928302 -0.497334724052083 -0.672394712732076 -0.655501281018868 -0.515759624339216 -0.665096610284906 -0.64624344526 -0.504949171101961 -0.802523872096154 -0.790200656315962 -0.771600906836735 -0.767034121344231 -0.697962200576923 -0.668911365228571 -0.497340660113726 -0.49201521649375 -0.508824097396078 -0.504654139847917 -0.509945217862745 -0.660087256 -0.603821981924528 -0.567179255641509 -0.584996209352941 -0.572988370166667 -0.604562314245098 -0.501042963006122 -0.494265610294231 -0.48314241635 -0.71041110327451 -0.478177081294118 -0.689212641843137 -0.47940352454898 -0.618847158764706 -0.615686358791667 -0.622124535580392 -0.475143252614286 -0.495617012155769 -0.452196576136538 -0.665537267029412 -0.708671483958333 -0.713549536862745 -0.437298223561224 -0.470613357957692 -0.451156188072885 -0.7211434834375 -0.507790202627451 -0.701782760137255 -0.501043857704167 -0.54131096565098 -0.57629274585625 -0.597668925940392 -0.56421640736 -0.563562076232075 -0.532457648307547 -0.706913604854167 -0.509247096367308
"51" 9 "STANDING" -0.617604114087234 -0.602451157979545 -0.5853052404086 -0.582017716957447 -0.605903778684091 -0.562718799476 -0.697477220714286 -0.70802410050625 -0.701777526866667 -0.538500990044681 -0.545989582348837 -0.530520736528571 -0.520606798847826 -0.509665081395349 -0.509606042710204 -0.688027858071429 -0.709725431458333 -0.735682024 -0.462941409377778 -0.463970811921429 -0.745802029095238 -0.457691494312083 -0.479205616491111 -0.752828633645833 -0.480879168911111 -0.463586983102381 -0.798451709214286 -0.476004736642857 -0.464447976345833 -0.800412663155556 -0.479692390456522 -0.432893739930233 -0.444539049640816 -0.444025212565217 -0.480907705948837 -0.482913673159184 -0.80294756647619 -0.787514812527083 -0.791485444288889 -0.8140756821875 -0.806971484066667 -0.475088133550417 -0.495938716653778 -0.474824736604762 -0.829772139488372 -0.81392945544898 -0.787296026978261 -0.485097298545833 -0.523966797108889 -0.56510794647619 -0.63240394712766 -0.57577042945 -0.660488866030233 -0.609527262145833 -0.786319044093023 -0.762957583081633 -0.780735941630435 -0.542739910920833 -0.536071037066667 -0.542907264304762 -0.763729951232558 -0.713638541006122 -0.706793792565217 -0.556556928164583 -0.568219599911111 -0.6118769435 -0.622097341336 -0.669019642866667 -0.63034606075 -0.606028183541667 -0.778745228261905 -0.776067775183673 -0.79123109376087 -0.469186814639583 -0.500620128577778 -0.475109984971191 -0.6337693793 -0.576260791968222
"52" 9 "WALKING" -0.280528410906 -0.283048853625 -0.287640742101786 -0.28411756116 -0.261463592125696 -0.259513149489286 -0.214412222703704 -0.217839062466667 -0.223934982610417 -0.261835205963265 -0.252775590254545 -0.268301791887455 -0.256707005718367 -0.231233379654545 -0.257135454945455 -0.245942197961111 -0.249559298216667 -0.255145556229167 -0.245769417479167 -0.204897826057037 -0.270758890846296 -0.224991305016667 -0.253919186366667 -0.284923447318519 -0.21018400036875 -0.213787856374074 -0.3165263628 -0.223815105666667 -0.178202362037037 -0.3110509968125 -0.221396676404082 -0.214296028163636 -0.215441792545455 -0.212636491293125 -0.215498804372222 -0.21917994587037 -0.264246694898148 -0.275499558203704 -0.286701767095833 -0.330845380834545 -0.332253299236735 -0.210129217518519 -0.217500543395833 -0.196262534037037 -0.364539234634545 -0.359381801607273 -0.371672994567347 -0.18145261289037 -0.1702299344 -0.176912621350852 -0.32410005752 -0.1879786605 -0.314209446953571 -0.202216122824444 -0.331570433732143 -0.327270315231429 -0.31766887676 -0.184915561081481 -0.195345588458333 -0.175321868554556 -0.325705587780357 -0.315543865908036 -0.3240336450358 -0.200641952194444 -0.158486970977083 -0.160424653635 -0.289367545180357 -0.216288423833333 -0.293010127739286 -0.201842510574074 -0.314572142345455 -0.336256886854545 -0.354950627091837 -0.209001026938889 -0.194394630520833 -0.176142844220926 -0.309206439464286 -0.1799290803125
"53" 9 "WALKING_DOWNSTAIRS" -0.0928368255452381 -0.0621848941977778 -0.114032026588718 -0.180255727142857 -0.174007530182222 -0.168868853384615 -0.111707414255319 -0.0682360537780488 -0.0892249385681818 -0.174033984325581 -0.177458228104348 -0.187827396475 -0.231163241830233 -0.194005773667391 -0.1753564062 -0.100617067212766 -0.11225058681 -0.0996046722093023 -0.113452352025 -0.0848675784510638 -0.14801702418 -0.1246248383385 -0.1905825937 -0.135422964874359 -0.214928787085714 -0.216172613488889 -0.12634021224 -0.188959644165556 -0.211459347023077 -0.108177985019048 -0.222514615151163 -0.178524107767391 -0.173408915185 -0.158723663111977 -0.133606083419149 -0.0767936496585366 -0.128634469221739 -0.11570611866 -0.118979366781905 -0.135841564161538 -0.0969832458214286 -0.173262366153846 -0.217181909975238 -0.174416713266667 -0.124486117511111 -0.147573602687436 -0.169998756071429 -0.206695692475 -0.151126988511628 -0.202627161591304 -0.174527478121429 -0.143950788891304 -0.197118220111111 -0.212041974366667 -0.149678801253111 -0.126330125741026 -0.20076671797619 -0.1624414627 -0.155098460934884 -0.192469907426087 -0.164834510022222 -0.190513970423077 -0.204185838357143 -0.193086942811026 -0.193869478097619 -0.23775926936 -0.0804641000692308 -0.142949840489767 -0.102166714522222 -0.165507935225 -0.117751977973333 -0.149919517384615 -0.153117218904762 -0.207073979253846 -0.184238843890476 -0.200639692293333 -0.150350709333333 -0.182109605920476
"54" 9 "WALKING_UPSTAIRS" -0.347252081378431 -0.355645356522917 -0.32684981544375 -0.341165428554902 -0.328018430166667 -0.30468177495 -0.34037641063125 -0.337265672458333 -0.346601547201961 -0.312446317 -0.3041878875625 -0.295814109702083 -0.318217526156863 -0.350383272547917 -0.338727238916667 -0.331448959708333 -0.3294914348125 -0.324571491431373 -0.392416699115686 -0.42013194434375 -0.337710184961225 -0.425833265367347 -0.409331868961538 -0.329024852244898 -0.404755099764151 -0.41264844302 -0.282419412851837 -0.394949016772 -0.390654118168 -0.321990257557692 -0.35477413747451 -0.3711611735 -0.382256621479167 -0.389851535807843 -0.38876485658625 -0.430311743020833 -0.312548694416667 -0.3107855125875 -0.317454146703462 -0.279476864436735 -0.328139574848077 -0.379355805812 -0.401109606884906 -0.396360083472 -0.2998899053125 -0.255356440916667 -0.255792935043137 -0.384546284489796 -0.381714121369231 -0.38454460022449 -0.295431063107843 -0.329953404685714 -0.273546120541667 -0.33054382678 -0.231646698895833 -0.238683968472917 -0.277880120411765 -0.390260833387755 -0.403187772076923 -0.359809086956143 -0.263704869003125 -0.281452193854167 -0.278868500595882 -0.345061627188 -0.329550915737736 -0.30222542168 -0.358765563872917 -0.334366744787115 -0.3078829616875 -0.320847852663265 -0.343566543979592 -0.328255787583333 -0.306863214019608 -0.37950896148 -0.396506888207547 -0.40681793472 -0.291649294229167 -0.332742205490566
"55" 10 "LAYING" -0.638835283333333 -0.629884028666667 -0.707226621070175 -0.732154231277193 -0.6973753978 -0.733955865070175 -0.508532159002787 -0.50092347593569 -0.506373138615517 -0.732844189701754 -0.755571241583333 -0.788514312105263 -0.782396737350877 -0.7556443259 -0.771565914824561 -0.508473260959016 -0.484227969972632 -0.484722696087719 -0.756095308153448 -0.713567193645161 -0.462923547195 -0.738287129220339 -0.757508842016949 -0.474434526010526 -0.707952776254237 -0.692427229467742 -0.45274684 -0.712062805983871 -0.705812851864407 -0.474227527976842 -0.792735905929825 -0.773024986883333 -0.783551613103448 -0.780076187177586 -0.740764193557377 -0.75822205597931 -0.464751965231667 -0.460690322208772 -0.463990451169649 -0.465411049629825 -0.458076448347368 -0.694445253372881 -0.691036467220339 -0.714704688693548 -0.500612957668333 -0.511006451598246 -0.507713115977193 -0.589091485966102 -0.60085125359322 -0.568236405 -0.606588258617544 -0.496172749609836 -0.564903505516667 -0.511020305059483 -0.506102653668333 -0.529046293524561 -0.551255411959649 -0.556434416 -0.567020388784746 -0.558901340704839 -0.529406415613333 -0.564065000587719 -0.552953653133333 -0.545597760591525 -0.543849141752542 -0.535403258290323 -0.634891161914035 -0.499540810693103 -0.58908595555 -0.503297565643103 -0.474786371684 -0.509301528484211 -0.498174694222807 -0.669424599915254 -0.648053021830509 -0.603730304622581 -0.625124906877193 -0.509039820305172
"56" 10 "SITTING" -0.657466082491071 -0.649029415375 -0.624248570035714 -0.622120572464286 -0.544294103464286 -0.554696168275179 -0.611691323777778 -0.634394732388889 -0.65873822937037 -0.569491768982143 -0.52930074108442 -0.532129739764286 -0.507753739605357 -0.476775704758929 -0.479826311260714 -0.660989554333333 -0.679228038111111 -0.702274414311111 -0.455665450854545 -0.456279263467222 -0.708358327203704 -0.41945795687963 -0.431053357125926 -0.70825408862963 -0.423312018524074 -0.395852366998148 -0.777682321388148 -0.395107241292593 -0.421617543448148 -0.732375211555556 -0.477688956525 -0.471292085573214 -0.437550023843636 -0.471361436040545 -0.490275895916364 -0.448059260241636 -0.720335289388889 -0.759917926777778 -0.750866114462963 -0.792883081037037 -0.804422225148148 -0.410107984027778 -0.417088338486296 -0.429653725055556 -0.790877214545455 -0.823214217363636 -0.786349505018182 -0.479403342218519 -0.500963403822222 -0.511832102772222 -0.706230509875 -0.53461602537037 -0.709381129699821 -0.553071411628704 -0.748591434454545 -0.756474885836364 -0.770576003218182 -0.5449360488 -0.525583056640741 -0.504269168533519 -0.749003127127273 -0.744318574618182 -0.729263008890909 -0.510899017631481 -0.529060667774074 -0.547479019142593 -0.662703690803571 -0.580709132833333 -0.71009761947125 -0.576389075648148 -0.7913532055 -0.788674505945455 -0.807125244427273 -0.444298639409815 -0.467404071448148 -0.471516081905556 -0.688078604826786 -0.533724302633333
"57" 10 "STANDING" -0.504182682152667 -0.491987904334762 -0.452313103331111 -0.464963859288889 -0.499271615738095 -0.462568798957778 -0.746057310651163 -0.719655174913043 -0.728787892695652 -0.485257450977778 -0.505711920914286 -0.488525048353333 -0.529337827346667 -0.515993750395238 -0.513923320666667 -0.714391140783721 -0.628927871978723 -0.65451890677234 -0.576801163488889 -0.577412475952381 -0.604961534909091 -0.575140275311111 -0.600188017777778 -0.588231094914894 -0.661889123606667 -0.67089642902381 -0.580208524781818 -0.6028101045 -0.663432127733333 -0.596822630851064 -0.535520840833333 -0.512411833252381 -0.516324239195556 -0.546095081668889 -0.539217061157143 -0.559675035764444 -0.654377576522727 -0.614867859091702 -0.627254048170213 -0.534646798697872 -0.536458632148936 -0.703452136511111 -0.727013236933333 -0.755504141285714 -0.474174354790698 -0.465573471078261 -0.476920188869565 -0.749879568324444 -0.782850239133333 -0.805974010719048 -0.470120006705556 -0.775194173953488 -0.459121278159524 -0.785511468704348 -0.474802663 -0.429009173634783 -0.442521875947826 -0.765131428777778 -0.802332115088889 -0.803502765142857 -0.440331563395349 -0.487416489756522 -0.466298561741304 -0.793665591508889 -0.8252820599 -0.832080323857143 -0.507176333804444 -0.775806629304348 -0.470068638542857 -0.779409417913044 -0.521131700931818 -0.489350899056522 -0.503031302173913 -0.768703325355556 -0.765057558644444 -0.791307322190476 -0.469601877982222 -0.789010104217391
"58" 10 "WALKING" -0.13401059667963 -0.132752457960784 -0.146326936733333 -0.103077937907407 -0.143904303303922 -0.123842654662963 -0.241110389661712 -0.250859977505455 -0.254737726943636 -0.140060697409259 -0.1285720931 -0.15387536232037 -0.121778392075926 -0.118413934237255 -0.138419317425926 -0.269493113592308 -0.269054050196429 -0.23505126925 -0.146811053055556 -0.129704935960784 -0.213363760292453 -0.148195020803704 -0.142077059009259 -0.222865497764286 -0.129285552981481 -0.167562737624902 -0.213592138411321 -0.155580607132549 -0.166245621605556 -0.235638591089286 -0.132555443516667 -0.148961798156863 -0.139239554712963 -0.111344096711111 -0.117205402145745 -0.137458902423148 -0.213354249343396 -0.211299041233929 -0.211318837857143 -0.167392153836964 -0.158830359489286 -0.179478783646296 -0.173447037962963 -0.159651664843137 -0.190619611937736 -0.183639288989286 -0.156620169036964 -0.209629761651852 -0.2127315776 -0.207836824803922 -0.102549031392727 -0.237733641115385 -0.136496756003846 -0.254660360530909 -0.197239929728846 -0.161916027 -0.119570766163636 -0.196152778722222 -0.215076667375926 -0.214716446119608 -0.121108320673077 -0.136711041365455 -0.111100830858364 -0.239188205316667 -0.244168161555556 -0.260673434505882 -0.138685672868519 -0.247577342805455 -0.138510085476923 -0.254317710345455 -0.158481613007547 -0.169525071076786 -0.173707365121429 -0.179074394018519 -0.161645856031481 -0.173259404078431 -0.136896431741818 -0.230120899763636
